,0
0.06168632146899406,0.0
0.061706786332749654,0.0
0.061727264779731734,0.0
0.06174775682346827,0.0
0.06176826247750519,0.0
0.06178878175540645,0.0
0.06180931467075398,0.0
0.06182986123714782,0.0
0.06185042146820609,0.0
0.061870995377565005,0.0
0.06189158297887896,0.0
0.061912184285820515,0.0
0.061932799312080435,0.0
0.061953428071367736,0.0
0.06197407057740971,0.0
0.06199472684395193,0.0
0.06201539688475832,0.0
0.062036080713611164,0.0
0.06205677834431113,0.0
0.062077489790677315,0.0
0.062098215066547266,0.0
0.06211895418577704,0.0
0.06213970716224116,0.0
0.06216047400983275,0.0
0.06218125474246349,0.0
0.06220204937406366,0.0
0.06222285791858218,0.0
0.06224368038998667,0.0
0.06226451680226343,0.0
0.06228536716941748,0.0
0.06230623150547264,0.0
0.06232710982447151,0.0
0.06234800214047551,0.0
0.062368908467564946,0.0
0.06238982881983898,0.0
0.062410763211415726,0.0
0.06243171165643224,0.0
0.06245267416904458,0.0
0.06247365076342779,0.0
0.062494641453776006,0.0
0.06251564625430242,0.0
0.06253666517923935,0.0
0.06255769824283826,0.0
0.06257874545936978,0.0
0.06259980684312377,0.0
0.06262088240840932,0.0
0.0626419721695548,0.0
0.06266307614090791,0.0
0.06268419433683566,0.0
0.06270532677172444,0.0
0.06272647345998007,0.0
0.06274763441602778,0.0
0.06276880965431228,0.0
0.06278999918929781,0.0
0.06281120303546811,0.0
0.06283242120732652,0.0
0.06285365371939597,0.0
0.06287490058621902,0.0
0.06289616182235792,0.0
0.06291743744239461,0.0
0.06293872746093078,0.0
0.06296003189258788,0.0
0.06298135075200716,0.0
0.0630026840538497,0.0
0.06302403181279649,0.0
0.06304539404354838,0.0
0.06306677076082617,0.0
0.06308816197937066,0.0
0.06310956771394263,0.0
0.0631309879793229,0.0
0.06315242279031236,0.0
0.06317387216173204,0.0
0.06319533610842307,0.0
0.06321681464524677,0.0
0.06323830778708471,0.0
0.06325981554883864,0.0
0.06328133794543064,0.0
0.06330287499180308,0.0
0.06332442670291868,0.0
0.06334599309376057,0.0
0.06336757417933225,0.0
0.06338916997465771,0.0
0.06341078049478142,0.0
0.06343240575476837,0.0
0.06345404576970409,0.0
0.06347570055469476,0.0
0.0634973701248671,0.0
0.06351905449536857,0.0
0.06354075368136732,0.0
0.06356246769805216,0.0
0.06358419656063276,0.0
0.06360594028433955,0.0
0.06362769888442382,0.0
0.0636494723761577,0.0
0.06367126077483429,0.0
0.06369306409576757,0.0
0.06371488235429254,0.0
0.06373671556576524,0.0
0.06375856374556273,0.0
0.06378042690908317,0.0
0.06380230507174586,0.0
0.06382419824899124,0.0
0.063846106456281,0.0
0.06386802970909798,0.0
0.06388996802294639,0.0
0.06391192141335168,0.0
0.06393388989586068,0.0
0.0639558734860416,0.0
0.06397787219948406,0.0
0.06399988605179913,0.0
0.0640219150586194,0.0
0.06404395923559897,0.0
0.0640660185984135,0.0
0.06408809316276029,0.0
0.06411018294435825,0.0
0.06413228795894797,0.0
0.06415440822229178,0.0
0.06417654375017375,0.0
0.06419869455839972,0.0
0.0642208606627974,0.0
0.06424304207921634,0.0
0.06426523882352803,0.0
0.06428745091162583,0.0
0.06430967835942515,0.0
0.06433192118286339,0.0
0.06435417939790003,0.0
0.0643764530205166,0.0
0.06439874206671682,0.0
0.06442104655252652,0.0
0.06444336649399378,0.0
0.06446570190718894,0.0
0.06448805280820458,0.0
0.06451041921315563,0.0
0.06453280113817941,0.0
0.06455519859943562,0.0
0.06457761161310638,0.0
0.06460004019539632,0.0
0.0646224843625326,0.0
0.0646449441307649,0.0
0.06466741951636552,0.0
0.06468991053562942,0.0
0.06471241720487418,0.0
0.06473493954044017,0.0
0.06475747755869046,0.0
0.06478003127601094,0.0
0.06480260070881032,0.0
0.06482518587352018,0.0
0.06484778678659507,0.0
0.06487040346451242,0.0
0.0648930359237727,0.0
0.06491568418089941,0.0
0.06493834825243912,0.0
0.06496102815496149,0.0
0.06498372390505941,0.0
0.06500643551934888,0.0
0.06502916301446919,0.0
0.06505190640708289,0.0
0.06507466571387585,0.0
0.06509744095155731,0.0
0.0651202321368599,0.0
0.0651430392865397,0.0
0.06516586241737624,0.0
0.06518870154617261,0.0
0.06521155668975545,0.0
0.06523442786497503,0.0
0.06525731508870523,0.0
0.06528021837784363,0.0
0.06530313774931155,0.0
0.06532607322005408,0.0
0.06534902480704013,0.0
0.06537199252726245,0.0
0.06539497639773768,0.0
0.06541797643550643,0.0
0.06544099265763328,0.0
0.06546402508120681,0.0
0.06548707372333973,0.0
0.06551013860116876,0.0
0.06553321973185486,0.0
0.06555631713258316,0.0
0.06557943082056297,0.0
0.06560256081302798,0.0
0.06562570712723612,0.0
0.0656488697804697,0.0
0.06567204879003548,0.0
0.06569524417326461,0.0
0.0657184559475128,0.0
0.06574168413016024,0.0
0.06576492873861173,0.0
0.06578818979029667,0.0
0.06581146730266918,0.0
0.06583476129320805,0.0
0.0658580717794168,0.0
0.06588139877882382,0.0
0.06590474230898227,0.0
0.06592810238747027,0.0
0.0659514790318908,0.0
0.06597487225987188,0.0
0.06599828208906648,0.0
0.06602170853715271,0.0
0.06604515162183373,0.0
0.06606861136083787,0.0
0.06609208777191868,0.0
0.06611558087285492,0.0
0.06613909068145066,0.0
0.06616261721553528,0.0
0.06618616049296357,0.0
0.06620972053161572,0.0
0.0662332973493974,0.0
0.06625689096423977,0.0
0.06628050139409958,0.0
0.06630412865695916,0.0
0.0663277727708265,0.0
0.06635143375373531,0.0
0.06637511162374499,0.0
0.06639880639894076,0.0
0.06642251809743367,0.0
0.06644624673736066,0.0
0.06646999233688457,0.0
0.06649841633469364,0.0
0.06652613941617695,0.0
0.0665546114639479,0.0
0.06658310789325089,0.0
0.0666116287354174,0.0
0.06663944631312947,0.0
0.06666333022396558,0.0
0.06668723126116603,0.0
0.06671114944315859,0.0
0.06673508478839742,0.0
0.06675903731536317,0.0
0.06678300704256311,0.0
0.066806993988531,0.0
0.06683099817182732,0.0
0.06685501961103917,0.0
0.0668790583247804,0.0
0.06690311433169169,0.0
0.06692718765044049,0.0
0.06695127829972114,0.0
0.06697538629825495,0.0
0.06699951166479012,0.0
0.06702365441810197,0.0
0.06704781457699281,0.0
0.06707199216029214,0.0
0.06709618718685656,0.0
0.06712039967556994,0.0
0.0671446296453434,0.0
0.06716887711511538,0.0
0.06719314210385169,0.0
0.06721742463054553,0.0
0.0672417247142176,0.0
0.06726604237391612,0.0
0.06729037762871681,0.0
0.06731473049772309,0.0
0.06733910100006599,0.0
0.06736348915490427,0.0
0.06738789498142445,0.0
0.06741231849884087,0.0
0.06743675972639573,0.0
0.06746121868335918,0.0
0.06748569538902928,0.0
0.06751018986273213,0.0
